permalink,media_id,title,likes,comments,shares,saves,reach,engagement_rate
https://www.instagram.com/reel/DSxowc7DHLX/,17917221393091683,Check out this amazing content! 🎬,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DSxuSv-iRke/,18426779722117175,@airwallex The REAL Reason You're Stuck is a Missing Skill,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DSyOHF3ifDR/,17982736304940285,Sharp insights that challenge conventional thinkin,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DSyPqQnCYra/,18550038709008087,Sharp insights that challenge conventional thinkin,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DS5F9GyAgxJ/,17897401311368474,Sharp insights that challenge conventional thinkin,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DS5G03QEzO4/,18063706892222078,Sharp insights that challenge conventional thinkin,0,0,0,0,0,0.00%
https://www.instagram.com/reel/DS5OBnigc_k/,17957037380898558,Sharp insights that challenge conventional thinkin,0,0,0,0,0,0.00%
